,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
1033,1033,1033,202202240POR,37.2,25.7,3rd quarter,01:33.0,Ben McLemore,POR,FALSE,3-pointer,26,71-96,'POR',trails
1034,1034,1034,202202240POR,28.3,28.9,3rd quarter,00:59.0,Brandon Williams,POR,FALSE,3-pointer,26,71-98,'POR',trails
1035,1035,1035,202202240POR,21.4,6.2,3rd quarter,00:32.0,Trendon Watford,POR,FALSE,2-pointer,4,71-100,'POR',trails
1036,1036,1036,202202240POR,28.5,6.7,3rd quarter,00:18.0,Brandon Williams,POR,TRUE,2-pointer,6,73-100,'POR',trails
1037,1037,1037,202202240POR,30.9,11.3,4th quarter,11:43.0,Trendon Watford,POR,TRUE,2-pointer,11,75-100,'POR',trails
1038,1038,1038,202202240POR,8.7,23.4,4th quarter,11:13.0,Josh Hart,POR,FALSE,3-pointer,25,75-102,'POR',trails
1039,1039,1039,202202240POR,42.5,23.6,4th quarter,10:56.0,Ben McLemore,POR,FALSE,3-pointer,27,75-102,'POR',trails
1040,1040,1040,202202240POR,3.2,16.3,4th quarter,09:47.0,Elijah Hughes,POR,FALSE,3-pointer,24,77-105,'POR',trails
1041,1041,1041,202202240POR,27.8,21.8,4th quarter,08:13.0,Keon Johnson,POR,FALSE,2-pointer,19,77-109,'POR',trails
1042,1042,1042,202202240POR,27.5,28.5,4th quarter,07:53.0,Greg Brown,POR,FALSE,3-pointer,25,77-109,'POR',trails
1043,1043,1043,202202240POR,18.2,14.7,4th quarter,07:25.0,Brandon Williams,POR,TRUE,2-pointer,13,79-111,'POR',trails
1044,1044,1044,202202240POR,16.1,27.5,4th quarter,06:56.0,Elijah Hughes,POR,TRUE,3-pointer,26,83-111,'POR',trails
1045,1045,1045,202202240POR,38.7,26.5,4th quarter,06:19.0,Elijah Hughes,POR,FALSE,3-pointer,27,83-113,'POR',trails
1046,1046,1046,202202240POR,5.8,6.4,4th quarter,05:55.0,Brandon Williams,POR,TRUE,2-pointer,18,85-114,'POR',trails
1047,1047,1047,202202240POR,25.4,6.3,4th quarter,05:32.0,Keon Johnson,POR,TRUE,2-pointer,3,87-114,'POR',trails
1048,1048,1048,202202240POR,24.1,4.7,4th quarter,05:11.0,Keon Johnson,POR,FALSE,2-pointer,1,87-116,'POR',trails
1049,1049,1049,202202240POR,23.7,4.4,4th quarter,04:54.0,Elijah Hughes,POR,TRUE,2-pointer,1,89-116,'POR',trails
1050,1050,1050,202202240POR,46.8,6.7,4th quarter,03:21.0,Keljin Blevins,POR,FALSE,3-pointer,23,91-119,'POR',trails
1051,1051,1051,202202240POR,19.9,29.5,4th quarter,02:54.0,Brandon Williams,POR,FALSE,3-pointer,27,91-121,'POR',trails
1052,1052,1052,202202240POR,25.9,6.4,4th quarter,01:52.0,Brandon Williams,POR,FALSE,2-pointer,4,93-127,'POR',trails
1053,1053,1053,202202240POR,23.3,6.3,4th quarter,00:55.0,Trendon Watford,POR,TRUE,2-pointer,3,95-129,'POR',trails
1054,1054,1054,202202240POR,23.5,16.9,4th quarter,00:22.0,Trendon Watford,POR,FALSE,2-pointer,14,95-132,'POR',trails
1055,1055,1055,202202240SAC,14.3,27.5,1st quarter,11:46.0,Jeff Green,DEN,TRUE,3-pointer,26,3-0,'SAC',leads
1056,1056,1056,202202240SAC,24.5,19.2,1st quarter,11:05.0,Aaron Gordon,DEN,FALSE,2-pointer,16,3-Feb,'SAC',leads
1057,1057,1057,202202240SAC,6.5,22.3,1st quarter,10:43.0,Jeff Green,DEN,FALSE,3-pointer,26,3-Feb,'SAC',leads
1058,1058,1058,202202240SAC,16.3,8.5,1st quarter,10:16.0,Aaron Gordon,DEN,TRUE,2-pointer,9,5-May,'SAC',tied
1059,1059,1059,202202240SAC,23.8,3.7,1st quarter,10:01.0,Will Barton,DEN,TRUE,2-pointer,0,7-May,'SAC',leads
1060,1060,1060,202202240SAC,4.8,19.5,1st quarter,09:33.0,Monte Morris,DEN,FALSE,3-pointer,25,7-May,'SAC',leads
1061,1061,1061,202202240SAC,24,5.1,1st quarter,08:55.0,Aaron Gordon,DEN,TRUE,2-pointer,2,11-May,'SAC',leads
1062,1062,1062,202202240SAC,23.6,4.8,1st quarter,08:11.0,Aaron Gordon,DEN,TRUE,2-pointer,2,13-Aug,'SAC',leads
1063,1063,1063,202202240SAC,6.7,22.1,1st quarter,07:40.0,Will Barton,DEN,TRUE,3-pointer,26,16-Oct,'SAC',leads
1064,1064,1064,202202240SAC,0.7,4.2,1st quarter,07:18.0,Jeff Green,DEN,FALSE,3-pointer,23,16-Dec,'SAC',leads
1065,1065,1065,202202240SAC,23.6,4.4,1st quarter,06:58.0,Will Barton,DEN,TRUE,2-pointer,1,18-Dec,'SAC',leads
1066,1066,1066,202202240SAC,47.1,8.2,1st quarter,05:15.0,Aaron Gordon,DEN,FALSE,3-pointer,24,20-17,'SAC',leads
1067,1067,1067,202202240SAC,39.3,24.2,1st quarter,04:39.0,Nikola Jokić,DEN,TRUE,3-pointer,26,23-20,'SAC',leads
1068,1068,1068,202202240SAC,46.8,5.7,1st quarter,04:20.0,Monte Morris,DEN,TRUE,3-pointer,23,26-20,'SAC',leads
1069,1069,1069,202202240SAC,21.6,4.4,1st quarter,03:42.0,Nikola Jokić,DEN,TRUE,2-pointer,3,28-20,'SAC',leads
1070,1070,1070,202202240SAC,26.1,5.5,1st quarter,03:28.0,Bones Hyland,DEN,FALSE,2-pointer,3,28-20,'SAC',leads
1071,1071,1071,202202240SAC,46.5,2.9,1st quarter,03:26.0,Bryn Forbes,DEN,FALSE,3-pointer,23,28-20,'SAC',leads
1072,1072,1072,202202240SAC,22.4,4.8,1st quarter,03:20.0,Nikola Jokić,DEN,FALSE,2-pointer,2,28-20,'SAC',leads
1073,1073,1073,202202240SAC,1.5,5.9,1st quarter,02:47.0,Austin Rivers,DEN,FALSE,3-pointer,23,28-22,'SAC',leads
1074,1074,1074,202202240SAC,46.5,9,1st quarter,01:31.0,Bones Hyland,DEN,FALSE,3-pointer,23,28-24,'SAC',leads
1075,1075,1075,202202240SAC,25.7,3.9,1st quarter,01:05.0,Austin Rivers,DEN,TRUE,2-pointer,2,30-24,'SAC',leads
1076,1076,1076,202202240SAC,16.3,29.7,1st quarter,00:46.0,Bones Hyland,DEN,TRUE,3-pointer,28,33-24,'SAC',leads
1077,1077,1077,202202240SAC,14.2,3.9,1st quarter,00:18.0,JaMychal Green,DEN,TRUE,2-pointer,10,35-25,'SAC',leads
1078,1078,1078,202202240SAC,41.7,21.3,2nd quarter,11:07.0,Austin Rivers,DEN,FALSE,3-pointer,25,35-27,'SAC',leads
1079,1079,1079,202202240SAC,25.9,3.8,2nd quarter,10:36.0,Jeff Green,DEN,FALSE,2-pointer,2,35-27,'SAC',leads
1080,1080,1080,202202240SAC,38.2,25.1,2nd quarter,10:04.0,Bryn Forbes,DEN,TRUE,3-pointer,26,38-30,'SAC',leads
1081,1081,1081,202202240SAC,36.2,17.7,2nd quarter,09:26.0,Bryn Forbes,DEN,TRUE,2-pointer,19,40-30,'SAC',leads
1082,1082,1082,202202240SAC,27.8,28.8,2nd quarter,09:10.0,Bones Hyland,DEN,FALSE,3-pointer,26,40-32,'SAC',leads
1083,1083,1083,202202240SAC,26.1,3.8,2nd quarter,08:17.0,JaMychal Green,DEN,FALSE,2-pointer,2,40-38,'SAC',leads
1084,1084,1084,202202240SAC,26.1,3.8,2nd quarter,07:57.0,Will Barton,DEN,TRUE,2-pointer,2,42-40,'SAC',leads
1085,1085,1085,202202240SAC,23.8,28.4,2nd quarter,07:28.0,Monte Morris,DEN,TRUE,3-pointer,25,45-40,'SAC',leads
1086,1086,1086,202202240SAC,26.5,8.2,2nd quarter,06:58.0,Nikola Jokić,DEN,FALSE,2-pointer,6,45-42,'SAC',leads
1087,1087,1087,202202240SAC,8.6,14.3,2nd quarter,06:49.0,Aaron Gordon,DEN,FALSE,2-pointer,19,45-42,'SAC',leads
1088,1088,1088,202202240SAC,0.9,5.4,2nd quarter,06:23.0,Will Barton,DEN,FALSE,3-pointer,23,45-44,'SAC',leads
1089,1089,1089,202202240SAC,14.1,21.1,2nd quarter,06:08.0,Will Barton,DEN,FALSE,2-pointer,20,45-44,'SAC',leads
1090,1090,1090,202202240SAC,25.9,5.1,2nd quarter,05:40.0,Nikola Jokić,DEN,TRUE,2-pointer,3,47-44,'SAC',leads
1091,1091,1091,202202240SAC,21.7,3.9,2nd quarter,05:23.0,Will Barton,DEN,TRUE,2-pointer,2,49-46,'SAC',leads
1092,1092,1092,202202240SAC,37.8,24.9,2nd quarter,04:56.0,Will Barton,DEN,FALSE,3-pointer,26,49-48,'SAC',leads
1093,1093,1093,202202240SAC,26.3,10.1,2nd quarter,04:20.0,Nikola Jokić,DEN,TRUE,2-pointer,7,51-48,'SAC',leads
1094,1094,1094,202202240SAC,43.2,19.3,2nd quarter,03:34.0,Austin Rivers,DEN,FALSE,3-pointer,25,51-50,'SAC',leads
1095,1095,1095,202202240SAC,25.4,4.1,2nd quarter,03:22.0,Austin Rivers,DEN,TRUE,2-pointer,2,53-50,'SAC',leads
1096,1096,1096,202202240SAC,25.8,3.7,2nd quarter,02:54.0,Will Barton,DEN,TRUE,2-pointer,2,55-52,'SAC',leads
1097,1097,1097,202202240SAC,22.2,5.8,2nd quarter,02:18.0,Nikola Jokić,DEN,TRUE,2-pointer,3,57-54,'SAC',leads
1098,1098,1098,202202240SAC,1.8,15.3,2nd quarter,01:36.0,Nikola Jokić,DEN,TRUE,3-pointer,25,61-56,'SAC',leads
1099,1099,1099,202202240SAC,47.3,6.4,2nd quarter,00:45.0,Jeff Green,DEN,FALSE,3-pointer,24,61-56,'SAC',leads
1100,1100,1100,202202240SAC,22.6,4.6,2nd quarter,00:27.0,Monte Morris,DEN,TRUE,2-pointer,2,63-58,'SAC',leads
1101,1101,1101,202202240SAC,35.3,26.5,2nd quarter,00:00.0,Nikola Jokić,DEN,FALSE,3-pointer,26,63-58,'SAC',leads
1102,1102,1102,202202240SAC,39.2,9.8,3rd quarter,11:11.0,Monte Morris,DEN,FALSE,2-pointer,17,63-60,'SAC',leads
1103,1103,1103,202202240SAC,37.4,17.9,3rd quarter,10:48.0,Will Barton,DEN,TRUE,2-pointer,20,65-60,'SAC',leads
1104,1104,1104,202202240SAC,10.7,31.5,3rd quarter,10:10.0,Nikola Jokić,DEN,FALSE,3-pointer,31,65-63,'SAC',leads
1105,1105,1105,202202240SAC,28,9.3,3rd quarter,09:56.0,Will Barton,DEN,FALSE,2-pointer,7,65-63,'SAC',leads
1106,1106,1106,202202240SAC,23.8,3.9,3rd quarter,09:48.0,Nikola Jokić,DEN,TRUE,2-pointer,1,67-63,'SAC',leads
1107,1107,1107,202202240SAC,32.8,26.5,3rd quarter,09:16.0,Will Barton,DEN,TRUE,3-pointer,25,70-65,'SAC',leads
1108,1108,1108,202202240SAC,11.1,6.7,3rd quarter,08:25.0,Jeff Green,DEN,FALSE,2-pointer,13,72-65,'SAC',leads
1109,1109,1109,202202240SAC,23.1,3.9,3rd quarter,08:07.0,Jeff Green,DEN,TRUE,2-pointer,1,74-65,'SAC',leads
1110,1110,1110,202202240SAC,2.5,15.2,3rd quarter,07:23.0,Will Barton,DEN,TRUE,3-pointer,25,77-65,'SAC',leads
1111,1111,1111,202202240SAC,34.4,11.3,3rd quarter,06:56.0,Aaron Gordon,DEN,TRUE,2-pointer,13,79-65,'SAC',leads
1112,1112,1112,202202240SAC,16.6,13.9,3rd quarter,06:17.0,Nikola Jokić,DEN,FALSE,2-pointer,13,79-68,'SAC',leads
1113,1113,1113,202202240SAC,28.2,5.4,3rd quarter,05:45.0,Aaron Gordon,DEN,TRUE,2-pointer,5,81-70,'SAC',leads
1114,1114,1114,202202240SAC,1,12.2,3rd quarter,05:11.0,Will Barton,DEN,FALSE,3-pointer,25,81-72,'SAC',leads
1115,1115,1115,202202240SAC,20.9,8.8,3rd quarter,04:22.0,Monte Morris,DEN,TRUE,2-pointer,6,83-76,'SAC',leads
1116,1116,1116,202202240SAC,21.7,5.9,3rd quarter,03:45.0,Aaron Gordon,DEN,TRUE,2-pointer,3,85-76,'SAC',leads
1117,1117,1117,202202240SAC,38.5,24.4,3rd quarter,03:16.0,Bones Hyland,DEN,FALSE,3-pointer,26,85-78,'SAC',leads
1118,1118,1118,202202240SAC,31.6,5.9,3rd quarter,02:45.0,Austin Rivers,DEN,TRUE,2-pointer,8,87-78,'SAC',leads
1119,1119,1119,202202240SAC,1,2.6,3rd quarter,02:30.0,Bones Hyland,DEN,FALSE,3-pointer,23,87-78,'SAC',leads
1120,1120,1120,202202240SAC,26.8,5.7,3rd quarter,01:58.0,Aaron Gordon,DEN,FALSE,2-pointer,4,87-82,'SAC',leads
1121,1121,1121,202202240SAC,26.7,4.9,3rd quarter,01:40.0,Austin Rivers,DEN,FALSE,2-pointer,3,87-85,'SAC',leads
1122,1122,1122,202202240SAC,9.5,23.2,3rd quarter,01:33.0,JaMychal Green,DEN,TRUE,3-pointer,25,90-85,'SAC',leads
1123,1123,1123,202202240SAC,17.2,18.8,3rd quarter,00:14.0,Bones Hyland,DEN,FALSE,2-pointer,17,90-85,'SAC',leads
1124,1124,1124,202202240SAC,17.7,13.6,3rd quarter,00:12.0,Jeff Green,DEN,TRUE,2-pointer,12,92-85,'SAC',leads
1125,1125,1125,202202240SAC,0.7,7.7,4th quarter,11:36.0,Austin Rivers,DEN,TRUE,3-pointer,24,95-87,'SAC',leads
1126,1126,1126,202202240SAC,24.4,14.9,4th quarter,11:02.0,Jeff Green,DEN,FALSE,2-pointer,12,95-87,'SAC',leads
1127,1127,1127,202202240SAC,12.6,25.4,4th quarter,10:29.0,Bryn Forbes,DEN,TRUE,3-pointer,25,98-87,'SAC',leads
1128,1128,1128,202202240SAC,33.5,20.3,4th quarter,08:32.0,Will Barton,DEN,FALSE,2-pointer,20,100-92,'SAC',leads
1129,1129,1129,202202240SAC,5.3,18.8,4th quarter,08:05.0,JaMychal Green,DEN,TRUE,3-pointer,24,105-94,'SAC',leads
1130,1130,1130,202202240SAC,24.6,7,4th quarter,06:25.0,Will Barton,DEN,TRUE,2-pointer,4,108-96,'SAC',leads
1131,1131,1131,202202240SAC,20.9,6.7,4th quarter,05:48.0,Nikola Jokić,DEN,FALSE,2-pointer,5,109-96,'SAC',leads
1132,1132,1132,202202240SAC,22.1,6.3,4th quarter,05:43.0,Nikola Jokić,DEN,TRUE,2-pointer,4,111-96,'SAC',leads
1133,1133,1133,202202240SAC,23.5,8.5,4th quarter,05:26.0,Monte Morris,DEN,TRUE,2-pointer,5,113-96,'SAC',leads
1134,1134,1134,202202240SAC,25.9,4.3,4th quarter,04:09.0,Monte Morris,DEN,TRUE,2-pointer,2,116-100,'SAC',leads
1135,1135,1135,202202240SAC,25.6,5.5,4th quarter,03:44.0,Will Barton,DEN,TRUE,2-pointer,3,118-100,'SAC',leads
1136,1136,1136,202202240SAC,23.1,6.5,4th quarter,03:02.0,Nikola Jokić,DEN,TRUE,2-pointer,3,121-102,'SAC',leads
1137,1137,1137,202202240SAC,35.1,26.5,4th quarter,02:19.0,Monte Morris,DEN,TRUE,3-pointer,26,124-104,'SAC',leads
1138,1138,1138,202202240SAC,23.7,31.8,4th quarter,01:11.0,Bones Hyland,DEN,FALSE,3-pointer,29,126-106,'SAC',leads
1139,1139,1139,202202240SAC,26.3,29.6,4th quarter,01:00.0,Markus Howard,DEN,FALSE,3-pointer,26,126-108,'SAC',leads
1140,1140,1140,202202240SAC,13.7,4.2,4th quarter,00:28.0,Bones Hyland,DEN,TRUE,2-pointer,10,128-110,'SAC',leads
1141,1141,1141,202202240SAC,24,9.8,1st quarter,11:29.0,Domantas Sabonis,SAC,TRUE,2-pointer,7,2-Mar,'SAC',trails
1142,1142,1142,202202240SAC,16.7,27.5,1st quarter,10:33.0,Domantas Sabonis,SAC,TRUE,3-pointer,25,5-Mar,'SAC',leads
1143,1143,1143,202202240SAC,11.8,24.8,1st quarter,09:45.0,Maurice Harkless,SAC,FALSE,3-pointer,25,5-Jul,'SAC',trails
1144,1144,1144,202202240SAC,25.6,8.5,1st quarter,09:25.0,Harrison Barnes,SAC,FALSE,2-pointer,5,5-Jul,'SAC',trails
1145,1145,1145,202202240SAC,14.9,26.2,1st quarter,09:05.0,Justin Holiday,SAC,FALSE,3-pointer,25,5-Sept,'SAC',trails
1146,1146,1146,202202240SAC,22.3,27.7,1st quarter,08:47.0,De'Aaron Fox,SAC,TRUE,3-pointer,24,8-Nov,'SAC',trails
1147,1147,1147,202202240SAC,23.3,8.1,1st quarter,08:23.0,De'Aaron Fox,SAC,FALSE,2-pointer,5,8-Nov,'SAC',trails
1148,1148,1148,202202240SAC,24.4,10.3,1st quarter,07:57.0,De'Aaron Fox,SAC,TRUE,2-pointer,7,Oct-13,'SAC',trails
1149,1149,1149,202202240SAC,23.5,3.8,1st quarter,07:31.0,Domantas Sabonis,SAC,TRUE,2-pointer,1,Dec-16,'SAC',trails
1150,1150,1150,202202240SAC,47.5,4.4,1st quarter,06:50.0,Maurice Harkless,SAC,TRUE,3-pointer,24,15-18,'SAC',trails
1151,1151,1151,202202240SAC,24.7,4.2,1st quarter,06:18.0,Harrison Barnes,SAC,TRUE,2-pointer,1,17-20,'SAC',trails
1152,1152,1152,202202240SAC,36.1,25.4,1st quarter,05:53.0,Davion Mitchell,SAC,FALSE,3-pointer,25,17-20,'SAC',trails
1153,1153,1153,202202240SAC,26.3,12.9,1st quarter,05:31.0,De'Aaron Fox,SAC,FALSE,2-pointer,10,17-20,'SAC',trails
1154,1154,1154,202202240SAC,19.3,4.9,1st quarter,05:04.0,Davion Mitchell,SAC,TRUE,2-pointer,5,19-20,'SAC',trails
1155,1155,1155,202202240SAC,21.7,27.9,1st quarter,04:28.0,Damian Jones,SAC,FALSE,3-pointer,25,20-23,'SAC',trails
1156,1156,1156,202202240SAC,10.8,12.1,1st quarter,03:53.0,Trey Lyles,SAC,FALSE,2-pointer,16,20-26,'SAC',trails
1157,1157,1157,202202240SAC,21.9,4.4,1st quarter,03:32.0,Harrison Barnes,SAC,FALSE,2-pointer,2,20-28,'SAC',trails
1158,1158,1158,202202240SAC,24.8,3.6,1st quarter,01:59.0,Donte DiVincenzo,SAC,TRUE,2-pointer,1,24-28,'SAC',trails
1159,1159,1159,202202240SAC,20.7,3.6,1st quarter,01:37.0,Davion Mitchell,SAC,FALSE,2-pointer,3,24-28,'SAC',trails
1160,1160,1160,202202240SAC,13.5,27.2,1st quarter,01:18.0,Justin Holiday,SAC,FALSE,3-pointer,26,24-28,'SAC',trails
1161,1161,1161,202202240SAC,37.9,24.4,1st quarter,00:58.0,Donte DiVincenzo,SAC,FALSE,3-pointer,25,24-30,'SAC',trails
1162,1162,1162,202202240SAC,40,22.4,1st quarter,00:01.0,Davion Mitchell,SAC,FALSE,3-pointer,25,25-35,'SAC',trails
1163,1163,1163,202202240SAC,24,3.3,1st quarter,00:00.0,Domantas Sabonis,SAC,FALSE,2-pointer,0,25-35,'SAC',trails
1164,1164,1164,202202240SAC,20.9,3.7,2nd quarter,11:45.0,Domantas Sabonis,SAC,TRUE,2-pointer,3,27-35,'SAC',trails
1165,1165,1165,202202240SAC,28.8,15.5,2nd quarter,10:41.0,Jeremy Lamb,SAC,FALSE,2-pointer,13,27-35,'SAC',trails
1166,1166,1166,202202240SAC,17.7,27.5,2nd quarter,10:26.0,Donte DiVincenzo,SAC,TRUE,3-pointer,25,30-35,'SAC',trails
1167,1167,1167,202202240SAC,18.6,21,2nd quarter,09:52.0,Davion Mitchell,SAC,FALSE,2-pointer,19,30-38,'SAC',trails
1168,1168,1168,202202240SAC,22.6,3.8,2nd quarter,09:18.0,Davion Mitchell,SAC,TRUE,2-pointer,2,32-40,'SAC',trails
1169,1169,1169,202202240SAC,23.7,28.7,2nd quarter,09:02.0,Domantas Sabonis,SAC,TRUE,3-pointer,25,35-40,'SAC',trails
1170,1170,1170,202202240SAC,23.7,3.6,2nd quarter,08:33.0,De'Aaron Fox,SAC,FALSE,2-pointer,0,35-40,'SAC',trails
1171,1171,1171,202202240SAC,24.9,3.8,2nd quarter,08:30.0,Domantas Sabonis,SAC,TRUE,2-pointer,1,37-40,'SAC',trails
1172,1172,1172,202202240SAC,30,16.8,2nd quarter,08:06.0,De'Aaron Fox,SAC,TRUE,2-pointer,15,40-40,'SAC',tied
1173,1173,1173,202202240SAC,38.5,8,2nd quarter,07:44.0,Domantas Sabonis,SAC,FALSE,2-pointer,15,40-42,'SAC',trails
1174,1174,1174,202202240SAC,21.5,3.3,2nd quarter,07:17.0,Domantas Sabonis,SAC,TRUE,2-pointer,3,42-45,'SAC',trails
1175,1175,1175,202202240SAC,6.3,21,2nd quarter,06:16.0,Donte DiVincenzo,SAC,FALSE,3-pointer,25,44-45,'SAC',trails
1176,1176,1176,202202240SAC,7.9,8.5,2nd quarter,05:49.0,Domantas Sabonis,SAC,FALSE,2-pointer,17,44-45,'SAC',trails
1177,1177,1177,202202240SAC,19.7,13.7,2nd quarter,05:31.0,Domantas Sabonis,SAC,TRUE,2-pointer,11,46-47,'SAC',trails
1178,1178,1178,202202240SAC,14.2,10.3,2nd quarter,05:11.0,Jeremy Lamb,SAC,TRUE,2-pointer,12,48-49,'SAC',trails
1179,1179,1179,202202240SAC,22.3,28.2,2nd quarter,04:40.0,Jeremy Lamb,SAC,FALSE,3-pointer,25,48-49,'SAC',trails
1180,1180,1180,202202240SAC,8.9,10.8,2nd quarter,04:02.0,Jeremy Lamb,SAC,TRUE,2-pointer,17,50-51,'SAC',trails
1181,1181,1181,202202240SAC,11.5,5.2,2nd quarter,03:09.0,De'Aaron Fox,SAC,TRUE,2-pointer,13,52-53,'SAC',trails
1182,1182,1182,202202240SAC,19.7,5.3,2nd quarter,02:28.0,Domantas Sabonis,SAC,FALSE,2-pointer,5,53-55,'SAC',trails
1183,1183,1183,202202240SAC,21.2,6,2nd quarter,01:58.0,Harrison Barnes,SAC,TRUE,2-pointer,4,56-58,'SAC',trails
1184,1184,1184,202202240SAC,18.9,4.1,2nd quarter,01:21.0,De'Aaron Fox,SAC,FALSE,2-pointer,5,56-61,'SAC',trails
1185,1185,1185,202202240SAC,38.4,24.6,2nd quarter,01:07.0,Harrison Barnes,SAC,FALSE,3-pointer,26,56-61,'SAC',trails
1186,1186,1186,202202240SAC,27,19.8,2nd quarter,00:37.0,Jeremy Lamb,SAC,TRUE,2-pointer,17,58-61,'SAC',trails
1187,1187,1187,202202240SAC,21,4.6,2nd quarter,00:05.0,De'Aaron Fox,SAC,FALSE,2-pointer,3,58-63,'SAC',trails
1188,1188,1188,202202240SAC,17.7,15.4,3rd quarter,11:40.0,De'Aaron Fox,SAC,FALSE,2-pointer,14,58-63,'SAC',trails
1189,1189,1189,202202240SAC,24.3,6.2,3rd quarter,11:30.0,Domantas Sabonis,SAC,TRUE,2-pointer,3,60-63,'SAC',trails
1190,1190,1190,202202240SAC,28.3,22,3rd quarter,10:55.0,De'Aaron Fox,SAC,FALSE,2-pointer,19,60-63,'SAC',trails
1191,1191,1191,202202240SAC,23.2,28.7,3rd quarter,10:36.0,Justin Holiday,SAC,TRUE,3-pointer,25,63-65,'SAC',trails
1192,1192,1192,202202240SAC,25.7,3.7,3rd quarter,09:39.0,Maurice Harkless,SAC,TRUE,2-pointer,2,65-67,'SAC',trails
1193,1193,1193,202202240SAC,20.5,9,3rd quarter,09:02.0,Domantas Sabonis,SAC,FALSE,2-pointer,7,65-70,'SAC',trails
1194,1194,1194,202202240SAC,0.9,4.3,3rd quarter,07:42.0,De'Aaron Fox,SAC,FALSE,3-pointer,23,65-74,'SAC',trails
1195,1195,1195,202202240SAC,40.3,22.8,3rd quarter,07:08.0,Maurice Harkless,SAC,FALSE,3-pointer,25,65-77,'SAC',trails
1196,1196,1196,202202240SAC,23.7,28.9,3rd quarter,06:39.0,Harrison Barnes,SAC,TRUE,3-pointer,26,68-79,'SAC',trails
1197,1197,1197,202202240SAC,23.8,14.9,3rd quarter,06:02.0,Domantas Sabonis,SAC,TRUE,2-pointer,12,70-79,'SAC',trails
1198,1198,1198,202202240SAC,26,4.1,3rd quarter,05:34.0,De'Aaron Fox,SAC,TRUE,2-pointer,2,72-81,'SAC',trails
1199,1199,1199,202202240SAC,25.5,3.7,3rd quarter,05:01.0,Domantas Sabonis,SAC,TRUE,2-pointer,2,74-81,'SAC',trails
1200,1200,1200,202202240SAC,30.2,22,3rd quarter,04:39.0,Domantas Sabonis,SAC,TRUE,2-pointer,20,76-81,'SAC',trails
1201,1201,1201,202202240SAC,40.3,22.5,3rd quarter,04:05.0,Davion Mitchell,SAC,FALSE,3-pointer,25,76-83,'SAC',trails
1202,1202,1202,202202240SAC,11.1,24.7,3rd quarter,03:59.0,De'Aaron Fox,SAC,FALSE,3-pointer,25,76-83,'SAC',trails
1203,1203,1203,202202240SAC,25.7,4.1,3rd quarter,02:23.0,Domantas Sabonis,SAC,TRUE,2-pointer,2,80-87,'SAC',trails
1204,1204,1204,202202240SAC,22.3,6,3rd quarter,02:14.0,Harrison Barnes,SAC,TRUE,2-pointer,3,82-87,'SAC',trails
1205,1205,1205,202202240SAC,6.2,22.1,3rd quarter,01:52.0,Donte DiVincenzo,SAC,TRUE,3-pointer,26,85-87,'SAC',trails
1206,1206,1206,202202240SAC,24.9,5.8,3rd quarter,01:00.0,Justin Holiday,SAC,FALSE,2-pointer,3,85-90,'SAC',trails
1207,1207,1207,202202240SAC,17.1,28.3,3rd quarter,00:37.0,Davion Mitchell,SAC,FALSE,3-pointer,26,85-90,'SAC',trails
1208,1208,1208,202202240SAC,15.2,11.3,3rd quarter,00:00.0,Davion Mitchell,SAC,TRUE,2-pointer,12,87-92,'SAC',trails
1209,1209,1209,202202240SAC,24,15.3,4th quarter,11:20.0,Jeremy Lamb,SAC,FALSE,2-pointer,12,87-95,'SAC',trails
1210,1210,1210,202202240SAC,39.8,23.3,4th quarter,10:45.0,Donte DiVincenzo,SAC,FALSE,3-pointer,26,87-95,'SAC',trails
1211,1211,1211,202202240SAC,47,7.9,4th quarter,09:19.0,Jeremy Lamb,SAC,TRUE,3-pointer,23,92-100,'SAC',trails
1212,1212,1212,202202240SAC,23.2,4.8,4th quarter,08:22.0,Domantas Sabonis,SAC,TRUE,2-pointer,2,94-102,'SAC',trails
1213,1213,1213,202202240SAC,20.3,29,4th quarter,07:52.0,Jeremy Lamb,SAC,FALSE,3-pointer,26,94-105,'SAC',trails
1214,1214,1214,202202240SAC,35.6,13.3,4th quarter,07:22.0,De'Aaron Fox,SAC,TRUE,2-pointer,15,96-106,'SAC',trails
1215,1215,1215,202202240SAC,21.5,5.1,4th quarter,06:33.0,Domantas Sabonis,SAC,FALSE,2-pointer,3,96-106,'SAC',trails
1216,1216,1216,202202240SAC,28.7,20.1,4th quarter,06:09.0,Davion Mitchell,SAC,FALSE,2-pointer,17,96-109,'SAC',trails
1217,1217,1217,202202240SAC,21.7,20.5,4th quarter,05:10.0,De'Aaron Fox,SAC,TRUE,2-pointer,17,98-113,'SAC',trails
1218,1218,1218,202202240SAC,16.4,10.6,4th quarter,04:35.0,De'Aaron Fox,SAC,TRUE,2-pointer,11,100-114,'SAC',trails
1219,1219,1219,202202240SAC,34.3,16.7,4th quarter,03:53.0,Domantas Sabonis,SAC,FALSE,2-pointer,17,100-116,'SAC',trails
1220,1220,1220,202202240SAC,19.2,4.9,4th quarter,03:30.0,Domantas Sabonis,SAC,TRUE,2-pointer,5,102-119,'SAC',trails
1221,1221,1221,202202240SAC,28.7,28.4,4th quarter,02:53.0,Domantas Sabonis,SAC,FALSE,3-pointer,26,102-121,'SAC',trails
